GENE	CCLE_CELL	BF
POLD4	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-20.104
POLE2	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	49.36
POLE3	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-4.086
POLE	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12.785
POLE4	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-10.111
POLH	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-23.595
POLG	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	13.851
POLI	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-35.53
POLG2	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	2.48
POLK	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-18.947
POLL	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-21.915
POLM	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-25.132
POLN	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-23.488
MAD2L2	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	17.229
POLQ	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-10.015
REV3L	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	7.855
MAD2L2	MHHNB11_AUTONOMIC_GANGLIA	13.169
POLA2	MHHNB11_AUTONOMIC_GANGLIA	23.701
POLB	MHHNB11_AUTONOMIC_GANGLIA	-24.317
POLD1	MHHNB11_AUTONOMIC_GANGLIA	29.498
POLD4	MHHNB11_AUTONOMIC_GANGLIA	-19.507
POLD2	MHHNB11_AUTONOMIC_GANGLIA	16.01
POLD3	MHHNB11_AUTONOMIC_GANGLIA	44.141
POLE	MHHNB11_AUTONOMIC_GANGLIA	20.865
POLE4	MHHNB11_AUTONOMIC_GANGLIA	-7.299
POLE2	MHHNB11_AUTONOMIC_GANGLIA	57.708
POLG	MHHNB11_AUTONOMIC_GANGLIA	-17.954
POLE3	MHHNB11_AUTONOMIC_GANGLIA	-4.039
POLG2	MHHNB11_AUTONOMIC_GANGLIA	-1.683
POLH	MHHNB11_AUTONOMIC_GANGLIA	-4.65
POLI	MHHNB11_AUTONOMIC_GANGLIA	-31.437
POLK	MHHNB11_AUTONOMIC_GANGLIA	-20.907
POLN	MHHNB11_AUTONOMIC_GANGLIA	-20.566
POLL	MHHNB11_AUTONOMIC_GANGLIA	-17.462
POLQ	MHHNB11_AUTONOMIC_GANGLIA	-5.676
POLM	MHHNB11_AUTONOMIC_GANGLIA	-11.913
REV3L	MHHNB11_AUTONOMIC_GANGLIA	-2.566
POLA2	G292CLONEA141B1_BONE	29.37
POLB	G292CLONEA141B1_BONE	-13.862
POLD1	G292CLONEA141B1_BONE	36.541
POLD2	G292CLONEA141B1_BONE	25.599
POLD3	G292CLONEA141B1_BONE	48.332
POLE4	G292CLONEA141B1_BONE	-9.373
POLD4	G292CLONEA141B1_BONE	-11.21
POLH	G292CLONEA141B1_BONE	-18.052
POLE2	G292CLONEA141B1_BONE	48.173
POLG	G292CLONEA141B1_BONE	-15.798
POLI	G292CLONEA141B1_BONE	-27.03
POLE3	G292CLONEA141B1_BONE	-20.786
POLG2	G292CLONEA141B1_BONE	-9.407
POLE	G292CLONEA141B1_BONE	57.94
POLK	G292CLONEA141B1_BONE	-23.333
POLL	G292CLONEA141B1_BONE	-14.852
POLM	G292CLONEA141B1_BONE	-24.557
POLN	G292CLONEA141B1_BONE	-25.24
MAD2L2	G292CLONEA141B1_BONE	8.88
REV3L	G292CLONEA141B1_BONE	0.629
POLQ	G292CLONEA141B1_BONE	-13.191
MAD2L2	ACCMESO1_PLEURA	26.816
POLA2	ACCMESO1_PLEURA	29.194
POLB	ACCMESO1_PLEURA	-25.802
POLD1	ACCMESO1_PLEURA	52.588
POLD2	ACCMESO1_PLEURA	15.048
POLD3	ACCMESO1_PLEURA	42.699
POLD4	ACCMESO1_PLEURA	-9.931
REV3L	ACCMESO1_PLEURA	-6.416
POLE	ACCMESO1_PLEURA	30.229
POLE4	ACCMESO1_PLEURA	6.896
POLH	ACCMESO1_PLEURA	-10.89
POLE2	ACCMESO1_PLEURA	47.675
POLG	ACCMESO1_PLEURA	16.391
POLI	ACCMESO1_PLEURA	-29.485
POLE3	ACCMESO1_PLEURA	14.075
POLG2	ACCMESO1_PLEURA	5.616
POLK	ACCMESO1_PLEURA	-27.146
POLL	ACCMESO1_PLEURA	-18.566
POLM	ACCMESO1_PLEURA	-19.777
POLN	ACCMESO1_PLEURA	-18.433
POLQ	ACCMESO1_PLEURA	10.214
REV3L	SKES1_BONE	9.684
MAD2L2	SKES1_BONE	40.262
POLA2	SKES1_BONE	26.163
POLD2	SKES1_BONE	4.633
POLB	SKES1_BONE	-27.278
POLD3	SKES1_BONE	30.935
POLD1	SKES1_BONE	19.897
POLD4	SKES1_BONE	-8.31
POLE	SKES1_BONE	9.753
POLG	SKES1_BONE	6.171
POLE4	SKES1_BONE	-20.569
POLE2	SKES1_BONE	40.511
POLN	SKES1_BONE	-23.682
POLH	SKES1_BONE	-19.774
POLQ	SKES1_BONE	-16.296
POLI	SKES1_BONE	-33.794
POLE3	SKES1_BONE	-23.765
POLK	SKES1_BONE	-25.751
POLG2	SKES1_BONE	5.034
POLM	SKES1_BONE	-21.996
POLL	SKES1_BONE	-14.409
REV3L	NCIH2452_PLEURA	-0.132
POLA2	NCIH2452_PLEURA	26.898
POLB	NCIH2452_PLEURA	-22.236
POLD1	NCIH2452_PLEURA	30.886
MAD2L2	NCIH2452_PLEURA	-1.446
POLD2	NCIH2452_PLEURA	9.643
POLD3	NCIH2452_PLEURA	46.405
POLD4	NCIH2452_PLEURA	-15.986
POLE	NCIH2452_PLEURA	54.989
POLE2	NCIH2452_PLEURA	51.159
POLE3	NCIH2452_PLEURA	0.41
POLE4	NCIH2452_PLEURA	3.118
POLG	NCIH2452_PLEURA	-15.707
POLG2	NCIH2452_PLEURA	-13.515
POLH	NCIH2452_PLEURA	-12.537
POLI	NCIH2452_PLEURA	-34.106
POLK	NCIH2452_PLEURA	-19.454
POLN	NCIH2452_PLEURA	-22.538
POLL	NCIH2452_PLEURA	-24.469
POLQ	NCIH2452_PLEURA	-14.835
POLM	NCIH2452_PLEURA	-24.1
MAD2L2	D341MED_CENTRAL_NERVOUS_SYSTEM	25.415
POLH	D341MED_CENTRAL_NERVOUS_SYSTEM	-23.089
POLI	D341MED_CENTRAL_NERVOUS_SYSTEM	-24.569
POLK	D341MED_CENTRAL_NERVOUS_SYSTEM	-21.4
POLA2	D341MED_CENTRAL_NERVOUS_SYSTEM	13.882
POLL	D341MED_CENTRAL_NERVOUS_SYSTEM	-18.247
POLB	D341MED_CENTRAL_NERVOUS_SYSTEM	-32.612
POLM	D341MED_CENTRAL_NERVOUS_SYSTEM	-12.861
POLD1	D341MED_CENTRAL_NERVOUS_SYSTEM	65.128
POLN	D341MED_CENTRAL_NERVOUS_SYSTEM	-32.207
POLD2	D341MED_CENTRAL_NERVOUS_SYSTEM	24.052
POLQ	D341MED_CENTRAL_NERVOUS_SYSTEM	-8.297
POLD3	D341MED_CENTRAL_NERVOUS_SYSTEM	50.948
POLD4	D341MED_CENTRAL_NERVOUS_SYSTEM	-22.977
REV3L	D341MED_CENTRAL_NERVOUS_SYSTEM	9.547
POLE	D341MED_CENTRAL_NERVOUS_SYSTEM	36.491
POLE4	D341MED_CENTRAL_NERVOUS_SYSTEM	-16.638
POLE2	D341MED_CENTRAL_NERVOUS_SYSTEM	45.446
POLG	D341MED_CENTRAL_NERVOUS_SYSTEM	-15.738
POLE3	D341MED_CENTRAL_NERVOUS_SYSTEM	-10.752
POLG2	D341MED_CENTRAL_NERVOUS_SYSTEM	1.131
MAD2L2	ZR751_BREAST	12.813
REV3L	ZR751_BREAST	10.214
POLH	ZR751_BREAST	-20.01
POLI	ZR751_BREAST	-20.724
POLK	ZR751_BREAST	-15.257
POLL	ZR751_BREAST	-17.755
POLM	ZR751_BREAST	-8.596
POLQ	ZR751_BREAST	-0.08
POLN	ZR751_BREAST	-20.403
POLE4	ZR751_BREAST	-7.671
POLG	ZR751_BREAST	-11.824
POLE2	ZR751_BREAST	39.794
POLE3	ZR751_BREAST	4.848
POLG2	ZR751_BREAST	-1.015
POLB	ZR751_BREAST	-21.368
POLD2	ZR751_BREAST	4.802
POLA2	ZR751_BREAST	19.102
POLD1	ZR751_BREAST	45.721
POLD4	ZR751_BREAST	2.996
POLD3	ZR751_BREAST	45.446
POLE	ZR751_BREAST	37.676
MAD2L2	GAMG_CENTRAL_NERVOUS_SYSTEM	18.541
POLE4	GAMG_CENTRAL_NERVOUS_SYSTEM	0.633
POLE2	GAMG_CENTRAL_NERVOUS_SYSTEM	64.329
POLG	GAMG_CENTRAL_NERVOUS_SYSTEM	-9.331
POLE3	GAMG_CENTRAL_NERVOUS_SYSTEM	7.431
POLG2	GAMG_CENTRAL_NERVOUS_SYSTEM	0.453
POLA2	GAMG_CENTRAL_NERVOUS_SYSTEM	19.013
POLH	GAMG_CENTRAL_NERVOUS_SYSTEM	-11.333
POLB	GAMG_CENTRAL_NERVOUS_SYSTEM	-26.829
POLI	GAMG_CENTRAL_NERVOUS_SYSTEM	-30.948
POLD1	GAMG_CENTRAL_NERVOUS_SYSTEM	39.1
POLK	GAMG_CENTRAL_NERVOUS_SYSTEM	-14.158
POLD2	GAMG_CENTRAL_NERVOUS_SYSTEM	27.514
POLL	GAMG_CENTRAL_NERVOUS_SYSTEM	-16.46
POLD3	GAMG_CENTRAL_NERVOUS_SYSTEM	37.621
POLM	GAMG_CENTRAL_NERVOUS_SYSTEM	-10.69
POLD4	GAMG_CENTRAL_NERVOUS_SYSTEM	-21.181
POLN	GAMG_CENTRAL_NERVOUS_SYSTEM	-36.009
POLQ	GAMG_CENTRAL_NERVOUS_SYSTEM	-3.55
POLE	GAMG_CENTRAL_NERVOUS_SYSTEM	47.962
REV3L	GAMG_CENTRAL_NERVOUS_SYSTEM	4.72
POLH	SIMA_AUTONOMIC_GANGLIA	-1.415
POLL	SIMA_AUTONOMIC_GANGLIA	-7.393
POLI	SIMA_AUTONOMIC_GANGLIA	-31.299
POLM	SIMA_AUTONOMIC_GANGLIA	-14.391
POLK	SIMA_AUTONOMIC_GANGLIA	-19.472
POLN	SIMA_AUTONOMIC_GANGLIA	-13.513
MAD2L2	SIMA_AUTONOMIC_GANGLIA	25.059
REV3L	SIMA_AUTONOMIC_GANGLIA	8.62
POLQ	SIMA_AUTONOMIC_GANGLIA	1.473
POLA2	SIMA_AUTONOMIC_GANGLIA	16.233
POLD2	SIMA_AUTONOMIC_GANGLIA	15.241
POLD3	SIMA_AUTONOMIC_GANGLIA	33.736
POLE	SIMA_AUTONOMIC_GANGLIA	33.475
POLB	SIMA_AUTONOMIC_GANGLIA	-29.434
POLG2	SIMA_AUTONOMIC_GANGLIA	14.387
POLE3	SIMA_AUTONOMIC_GANGLIA	20.811
POLD4	SIMA_AUTONOMIC_GANGLIA	-20.452
POLD1	SIMA_AUTONOMIC_GANGLIA	52.305
POLE2	SIMA_AUTONOMIC_GANGLIA	39.1
POLG	SIMA_AUTONOMIC_GANGLIA	4.638
POLE4	SIMA_AUTONOMIC_GANGLIA	-8.214
MAD2L2	KP3_PANCREAS	1.8
REV3L	KP3_PANCREAS	0.65
POLL	KP3_PANCREAS	-21.818
POLM	KP3_PANCREAS	-14.08
POLN	KP3_PANCREAS	-8.402
POLH	KP3_PANCREAS	-9.959
POLQ	KP3_PANCREAS	-2.141
POLI	KP3_PANCREAS	-37.243
POLK	KP3_PANCREAS	-17.071
POLA2	KP3_PANCREAS	20.039
POLB	KP3_PANCREAS	-27.823
POLE3	KP3_PANCREAS	-14.393
POLE2	KP3_PANCREAS	62.864
POLD1	KP3_PANCREAS	32.349
POLE4	KP3_PANCREAS	-14.183
POLD2	KP3_PANCREAS	7.86
POLG	KP3_PANCREAS	-24.803
POLD4	KP3_PANCREAS	-6.65
POLD3	KP3_PANCREAS	47.962
POLG2	KP3_PANCREAS	-12.76
POLE	KP3_PANCREAS	33.736
MAD2L2	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	26.919
POLL	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-20.995
POLM	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-11.271
POLN	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-18.278
POLQ	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-2.535
POLH	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-12.499
POLI	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-28.409
POLK	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-25.132
REV3L	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	2.083
POLA2	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.395
POLE2	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	48.295
POLB	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-25.354
POLE3	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.244
POLD1	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24.052
POLE4	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.744
POLD2	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	6.676
POLD3	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	40.999
POLG2	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	11.682
POLG	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12.295
POLD4	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-15.386
POLE	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	18.821
MAD2L2	OAW28_OVARY	34.86
REV3L	OAW28_OVARY	18.121
POLH	OAW28_OVARY	-12.815
POLI	OAW28_OVARY	-32.247
POLK	OAW28_OVARY	-18.974
POLN	OAW28_OVARY	-22.753
POLA2	OAW28_OVARY	14.387
POLL	OAW28_OVARY	-18.462
POLQ	OAW28_OVARY	-9.691
POLB	OAW28_OVARY	-15.293
POLM	OAW28_OVARY	-15.123
POLD1	OAW28_OVARY	32.751
POLD2	OAW28_OVARY	22.111
POLD3	OAW28_OVARY	48.111
POLD4	OAW28_OVARY	-8.672
POLE	OAW28_OVARY	33.736
POLE4	OAW28_OVARY	-1.759
POLE2	OAW28_OVARY	55.752
POLG	OAW28_OVARY	-3.672
POLE3	OAW28_OVARY	-4.83
POLG2	OAW28_OVARY	3.889
REV3L	HUPT3_PANCREAS	1.999
POLL	HUPT3_PANCREAS	-19.512
POLM	HUPT3_PANCREAS	-21.795
POLN	HUPT3_PANCREAS	-22.18
MAD2L2	HUPT3_PANCREAS	4.199
POLQ	HUPT3_PANCREAS	-4.38
POLH	HUPT3_PANCREAS	-16.845
POLI	HUPT3_PANCREAS	-32.313
POLK	HUPT3_PANCREAS	-15.951
POLA2	HUPT3_PANCREAS	16.591
POLE2	HUPT3_PANCREAS	70.732
POLD3	HUPT3_PANCREAS	47.495
POLD1	HUPT3_PANCREAS	52.352
POLE3	HUPT3_PANCREAS	-20.063
POLD2	HUPT3_PANCREAS	22.172
POLE	HUPT3_PANCREAS	33.322
POLB	HUPT3_PANCREAS	-25.135
POLE4	HUPT3_PANCREAS	-21.388
POLD4	HUPT3_PANCREAS	-16.321
POLG2	HUPT3_PANCREAS	21.56
POLG	HUPT3_PANCREAS	1.135
REV3L	CHP212_AUTONOMIC_GANGLIA	17.892
POLH	CHP212_AUTONOMIC_GANGLIA	-23.994
POLI	CHP212_AUTONOMIC_GANGLIA	-27.799
POLK	CHP212_AUTONOMIC_GANGLIA	-20.07
POLL	CHP212_AUTONOMIC_GANGLIA	-14.432
POLM	CHP212_AUTONOMIC_GANGLIA	-27.755
POLN	CHP212_AUTONOMIC_GANGLIA	-20.696
POLQ	CHP212_AUTONOMIC_GANGLIA	-11.574
POLA2	CHP212_AUTONOMIC_GANGLIA	16.968
POLE2	CHP212_AUTONOMIC_GANGLIA	44.991
POLB	CHP212_AUTONOMIC_GANGLIA	-30.376
POLE3	CHP212_AUTONOMIC_GANGLIA	0.161
POLD1	CHP212_AUTONOMIC_GANGLIA	54.061
POLE4	CHP212_AUTONOMIC_GANGLIA	2.152
MAD2L2	CHP212_AUTONOMIC_GANGLIA	4.143
POLD2	CHP212_AUTONOMIC_GANGLIA	29.815
POLG	CHP212_AUTONOMIC_GANGLIA	-7.279
POLD3	CHP212_AUTONOMIC_GANGLIA	37.177
POLG2	CHP212_AUTONOMIC_GANGLIA	8.327
POLD4	CHP212_AUTONOMIC_GANGLIA	-13.333
POLE	CHP212_AUTONOMIC_GANGLIA	16.152
POLH	COV434_OVARY	-20.028
POLI	COV434_OVARY	-21.95
POLK	COV434_OVARY	-10.482
POLL	COV434_OVARY	-9.711
POLM	COV434_OVARY	-16.43
POLN	COV434_OVARY	-17.025
POLQ	COV434_OVARY	1.523
POLA2	COV434_OVARY	34.894
POLE2	COV434_OVARY	46.443
POLD2	COV434_OVARY	18.354
POLB	COV434_OVARY	-31.988
POLE3	COV434_OVARY	28.741
POLD3	COV434_OVARY	24.937
POLD1	COV434_OVARY	47.688
POLE4	COV434_OVARY	-4.969
POLD4	COV434_OVARY	-15.13
MAD2L2	COV434_OVARY	25.247
POLG	COV434_OVARY	40.486
POLG2	COV434_OVARY	17.892
POLE	COV434_OVARY	29.158
REV3L	COV434_OVARY	11.995
MAD2L2	SLR20_KIDNEY	26.235
REV3L	SLR20_KIDNEY	7.393
POLA2	SLR20_KIDNEY	9.507
POLD2	SLR20_KIDNEY	20.904
POLB	SLR20_KIDNEY	-22.177
POLD3	SLR20_KIDNEY	38.615
POLD1	SLR20_KIDNEY	42.415
POLD4	SLR20_KIDNEY	-10.575
POLE	SLR20_KIDNEY	51.738
POLE3	SLR20_KIDNEY	16.036
POLE2	SLR20_KIDNEY	41.069
POLI	SLR20_KIDNEY	-37.703
POLH	SLR20_KIDNEY	-10.961
POLG2	SLR20_KIDNEY	6.676
POLM	SLR20_KIDNEY	-22.75
POLK	SLR20_KIDNEY	-25.557
POLE4	SLR20_KIDNEY	6.728
POLG	SLR20_KIDNEY	40.939
POLQ	SLR20_KIDNEY	-17.603
POLN	SLR20_KIDNEY	-24.95
POLL	SLR20_KIDNEY	-14.318
MAD2L2	LN319_CENTRAL_NERVOUS_SYSTEM	26.315
REV3L	LN319_CENTRAL_NERVOUS_SYSTEM	3.28
POLA2	LN319_CENTRAL_NERVOUS_SYSTEM	22.728
POLE2	LN319_CENTRAL_NERVOUS_SYSTEM	51.103
POLB	LN319_CENTRAL_NERVOUS_SYSTEM	-29.157
POLE3	LN319_CENTRAL_NERVOUS_SYSTEM	-7.34
POLD1	LN319_CENTRAL_NERVOUS_SYSTEM	17.968
POLE4	LN319_CENTRAL_NERVOUS_SYSTEM	-15.368
POLH	LN319_CENTRAL_NERVOUS_SYSTEM	-14.285
POLD3	LN319_CENTRAL_NERVOUS_SYSTEM	34.625
POLD2	LN319_CENTRAL_NERVOUS_SYSTEM	36.247
POLI	LN319_CENTRAL_NERVOUS_SYSTEM	-34.526
POLG	LN319_CENTRAL_NERVOUS_SYSTEM	-4.079
POLG2	LN319_CENTRAL_NERVOUS_SYSTEM	2.411
POLD4	LN319_CENTRAL_NERVOUS_SYSTEM	-21.555
POLK	LN319_CENTRAL_NERVOUS_SYSTEM	-16.553
POLE	LN319_CENTRAL_NERVOUS_SYSTEM	30.942
POLQ	LN319_CENTRAL_NERVOUS_SYSTEM	8.542
POLM	LN319_CENTRAL_NERVOUS_SYSTEM	-18.108
POLL	LN319_CENTRAL_NERVOUS_SYSTEM	-11.87
POLN	LN319_CENTRAL_NERVOUS_SYSTEM	-22.072
REV3L	JHOS2_OVARY	21.226
POLH	JHOS2_OVARY	-15.731
POLI	JHOS2_OVARY	-27.884
POLK	JHOS2_OVARY	-23.808
POLL	JHOS2_OVARY	-15.223
POLM	JHOS2_OVARY	-32.148
POLN	JHOS2_OVARY	-24.653
POLA2	JHOS2_OVARY	15.943
MAD2L2	JHOS2_OVARY	42.86
POLQ	JHOS2_OVARY	-4.929
POLB	JHOS2_OVARY	-27.236
POLD1	JHOS2_OVARY	29.041
POLD2	JHOS2_OVARY	13.737
POLD3	JHOS2_OVARY	38.029
POLD4	JHOS2_OVARY	-14.853
POLE2	JHOS2_OVARY	29.421
POLE3	JHOS2_OVARY	-26.93
POLE4	JHOS2_OVARY	-18.275
POLE	JHOS2_OVARY	22.609
POLG	JHOS2_OVARY	-18.655
POLG2	JHOS2_OVARY	-9.513
MAD2L2	HS729_SOFT_TISSUE	20.066
POLA2	HS729_SOFT_TISSUE	16.968
POLD2	HS729_SOFT_TISSUE	22.13
POLB	HS729_SOFT_TISSUE	-26.274
POLD3	HS729_SOFT_TISSUE	41.711
POLD1	HS729_SOFT_TISSUE	50.372
POLD4	HS729_SOFT_TISSUE	-16.887
POLE	HS729_SOFT_TISSUE	32.73
POLE2	HS729_SOFT_TISSUE	73.99
POLE3	HS729_SOFT_TISSUE	47.265
POLE4	HS729_SOFT_TISSUE	20.152
POLH	HS729_SOFT_TISSUE	-12.234
REV3L	HS729_SOFT_TISSUE	-2.739
POLG	HS729_SOFT_TISSUE	-13.999
POLI	HS729_SOFT_TISSUE	-37.061
POLG2	HS729_SOFT_TISSUE	-3.757
POLK	HS729_SOFT_TISSUE	-19.575
POLL	HS729_SOFT_TISSUE	-19.692
POLM	HS729_SOFT_TISSUE	-12.572
POLN	HS729_SOFT_TISSUE	-14.663
POLQ	HS729_SOFT_TISSUE	-4.718
MAD2L2	8MGBA_CENTRAL_NERVOUS_SYSTEM	48.139
REV3L	8MGBA_CENTRAL_NERVOUS_SYSTEM	21.971
POLD2	8MGBA_CENTRAL_NERVOUS_SYSTEM	31.429
POLE3	8MGBA_CENTRAL_NERVOUS_SYSTEM	-22.363
POLD4	8MGBA_CENTRAL_NERVOUS_SYSTEM	-14.257
POLE2	8MGBA_CENTRAL_NERVOUS_SYSTEM	59.187
POLE4	8MGBA_CENTRAL_NERVOUS_SYSTEM	-10.37
POLA2	8MGBA_CENTRAL_NERVOUS_SYSTEM	16.233
POLD3	8MGBA_CENTRAL_NERVOUS_SYSTEM	40.939
POLG	8MGBA_CENTRAL_NERVOUS_SYSTEM	-23.358
POLD1	8MGBA_CENTRAL_NERVOUS_SYSTEM	43.898
POLB	8MGBA_CENTRAL_NERVOUS_SYSTEM	-25.347
POLN	8MGBA_CENTRAL_NERVOUS_SYSTEM	-21.231
POLG2	8MGBA_CENTRAL_NERVOUS_SYSTEM	-11.98
POLE	8MGBA_CENTRAL_NERVOUS_SYSTEM	37.154
POLQ	8MGBA_CENTRAL_NERVOUS_SYSTEM	-0.974
POLK	8MGBA_CENTRAL_NERVOUS_SYSTEM	-19.685
POLM	8MGBA_CENTRAL_NERVOUS_SYSTEM	-7.59
POLH	8MGBA_CENTRAL_NERVOUS_SYSTEM	-0.74
POLL	8MGBA_CENTRAL_NERVOUS_SYSTEM	-19.173
POLI	8MGBA_CENTRAL_NERVOUS_SYSTEM	-35.689
MAD2L2	CFPAC1_PANCREAS	31.369
REV3L	CFPAC1_PANCREAS	11.107
POLH	CFPAC1_PANCREAS	-7.861
POLI	CFPAC1_PANCREAS	-25.406
POLK	CFPAC1_PANCREAS	-19.377
POLD4	CFPAC1_PANCREAS	-5.274
POLA2	CFPAC1_PANCREAS	28.627
POLL	CFPAC1_PANCREAS	-16.788
POLD3	CFPAC1_PANCREAS	51.948
POLD2	CFPAC1_PANCREAS	8.88
POLB	CFPAC1_PANCREAS	-23.817
POLM	CFPAC1_PANCREAS	-21.017
POLG2	CFPAC1_PANCREAS	-2.931
POLE	CFPAC1_PANCREAS	32.92
POLN	CFPAC1_PANCREAS	-16.912
POLD1	CFPAC1_PANCREAS	30.101
POLE2	CFPAC1_PANCREAS	31.431
POLG	CFPAC1_PANCREAS	-17.06
POLE4	CFPAC1_PANCREAS	-22.359
POLQ	CFPAC1_PANCREAS	-6.444
POLE3	CFPAC1_PANCREAS	-18.002
MAD2L2	CAL29_URINARY_TRACT	27.526
REV3L	CAL29_URINARY_TRACT	-0.508
POLA2	CAL29_URINARY_TRACT	29.511
POLB	CAL29_URINARY_TRACT	-33.289
POLD1	CAL29_URINARY_TRACT	59.312
POLD2	CAL29_URINARY_TRACT	32.756
POLD3	CAL29_URINARY_TRACT	51.327
POLD4	CAL29_URINARY_TRACT	-11.382
POLE	CAL29_URINARY_TRACT	24.988
POLE2	CAL29_URINARY_TRACT	32.637
POLE3	CAL29_URINARY_TRACT	-15.711
POLE4	CAL29_URINARY_TRACT	-23.236
POLH	CAL29_URINARY_TRACT	-11.92
POLG	CAL29_URINARY_TRACT	-6.886
POLI	CAL29_URINARY_TRACT	-28.719
POLK	CAL29_URINARY_TRACT	-24.836
POLG2	CAL29_URINARY_TRACT	9.445
POLL	CAL29_URINARY_TRACT	-28.553
POLM	CAL29_URINARY_TRACT	-12.286
POLN	CAL29_URINARY_TRACT	-23.62
POLQ	CAL29_URINARY_TRACT	-17.837
POLE2	HCC2429_LUNG	66.209
POLE3	HCC2429_LUNG	-5.964
POLE4	HCC2429_LUNG	-7.454
POLA2	HCC2429_LUNG	31.837
MAD2L2	HCC2429_LUNG	18.434
POLG	HCC2429_LUNG	8.701
POLB	HCC2429_LUNG	-32.564
POLG2	HCC2429_LUNG	42.051
POLD1	HCC2429_LUNG	14.161
POLD2	HCC2429_LUNG	21.303
POLD3	HCC2429_LUNG	31.296
POLD4	HCC2429_LUNG	-22.825
POLE	HCC2429_LUNG	47.439
POLH	HCC2429_LUNG	-17.044
POLI	HCC2429_LUNG	-31.025
POLQ	HCC2429_LUNG	-4.082
POLK	HCC2429_LUNG	-30.707
POLN	HCC2429_LUNG	-29.552
REV3L	HCC2429_LUNG	15.415
POLL	HCC2429_LUNG	-20.315
POLM	HCC2429_LUNG	-22.236
POLE2	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	51.918
POLE3	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.356
POLE4	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-12.85
MAD2L2	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	3.567
POLG	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-11.436
POLG2	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-3.901
POLA2	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12.441
POLH	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-17.158
POLB	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-27.898
POLI	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-27.494
POLD1	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	43.977
POLK	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-18.256
REV3L	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.101
POLD2	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16.036
POLL	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-26.498
POLD3	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	45.789
